delivery_partner_id,sla_breach,Churned,partner_name,Action
DP03131,0.3333333333333333,0.8333333333333334,Rakesh R,No action needed
DP03132,0.9090909090909091,0.8181818181818182,Meena A,No action needed
DP03133,0.45454545454545453,0.9090909090909091,Priya C,No action needed
DP03134,0.7,0.5,Sneha S,No action needed
DP03135,0.5,0.625,Sneha Z,No action needed
DP03136,0.625,0.625,Amit E,No action needed
DP03137,0.35714285714285715,0.5714285714285714,Arjun O,No action needed
DP03138,0.5714285714285714,0.9285714285714286,Arjun X,No action needed
DP03139,0.75,0.6666666666666666,Amit W,No action needed
DP03140,0.4,0.7,Santosh Q,No action needed
DP03141,0.625,0.5,Kiran F,No action needed
DP03142,0.5333333333333333,0.8,Priya Y,No action needed
DP03143,0.9090909090909091,0.8181818181818182,Rakesh Q,No action needed
DP03144,0.625,0.875,Divya A,No action needed
DP03145,0.7142857142857143,0.5714285714285714,Shreya K,No action needed
DP03146,0.625,0.75,Meena M,No action needed
DP03147,0.75,0.75,Arjun M,No action needed
DP03148,1.0,0.6,Amit C,SLA renegotiation
DP03149,0.7142857142857143,0.8571428571428571,Vikas C,No action needed
DP03150,0.5555555555555556,0.6666666666666666,Vikas W,No action needed
DP03151,0.8181818181818182,0.6363636363636364,Sneha O,No action needed
DP03152,0.8,0.8,Neha E,No action needed
DP03153,0.7142857142857143,0.7142857142857143,Pooja F,No action needed
DP03154,0.6666666666666666,0.75,Divya G,No action needed
DP03155,0.375,0.5,Amit W,No action needed
DP03156,0.5714285714285714,0.6428571428571429,Sneha M,No action needed
DP03157,0.42857142857142855,0.7142857142857143,Shreya L,No action needed
DP03158,0.5454545454545454,0.8181818181818182,Meena Z,No action needed
DP03159,0.7777777777777778,0.8888888888888888,Vikas N,No action needed
DP03160,0.42857142857142855,0.7142857142857143,Kiran X,No action needed
DP03161,1.0,1.0,Divya K,Suspend immediately
DP03162,0.7272727272727273,0.6363636363636364,Ananya O,No action needed
DP03163,0.42857142857142855,0.5714285714285714,Deepak X,No action needed
DP03164,0.75,0.875,Nikhil R,No action needed
DP03165,0.8571428571428571,0.7142857142857143,Rakesh S,No action needed
DP03166,0.7692307692307693,0.8461538461538461,Shreya P,No action needed
DP03167,0.6,0.8,Divya W,No action needed
DP03168,0.6666666666666666,0.8666666666666667,Amit Z,No action needed
DP03169,0.3,0.6,Rakesh T,No action needed
DP03170,0.5833333333333334,0.5,Divya U,No action needed
DP03171,0.5833333333333334,0.75,Priya F,No action needed
DP03172,1.0,0.42857142857142855,Kiran A,Monitor closely
DP03173,0.5555555555555556,0.7777777777777778,Ananya F,No action needed
DP03174,0.8888888888888888,0.8888888888888888,Neha Y,No action needed
DP03175,1.0,0.625,Rahul V,SLA renegotiation
DP03176,0.6923076923076923,0.6923076923076923,Rakesh F,No action needed
DP03177,0.46153846153846156,0.9230769230769231,Amit I,No action needed
DP03178,0.6923076923076923,0.8461538461538461,Shreya K,No action needed
DP03179,0.46153846153846156,0.7692307692307693,Ravi A,No action needed
DP03180,0.6666666666666666,1.0,Vikas O,No action needed
DP03181,0.3076923076923077,0.8461538461538461,Neha Q,No action needed
DP03182,0.6666666666666666,0.75,Santosh S,No action needed
DP03183,0.7857142857142857,0.5714285714285714,Ananya Y,No action needed
DP03184,0.5,0.6666666666666666,Ravi K,No action needed
DP03185,0.8333333333333334,0.6666666666666666,Arjun R,No action needed
DP03186,0.8,0.9,Rakesh L,No action needed
DP03187,0.875,0.875,Manoj T,No action needed
DP03188,0.375,1.0,Rahul J,No action needed
DP03189,0.9166666666666666,0.6666666666666666,Ravi Z,No action needed
DP03190,0.7692307692307693,0.7692307692307693,Neha Z,No action needed
DP03191,0.8333333333333334,0.6666666666666666,Priya N,No action needed
DP03192,0.8666666666666667,0.6666666666666666,Manoj Z,No action needed
DP03193,0.3,1.0,Suresh C,No action needed
DP03194,0.6923076923076923,0.6153846153846154,Amit B,No action needed
DP03195,0.7272727272727273,0.7272727272727273,Ananya K,No action needed
DP03196,0.5555555555555556,0.7777777777777778,Rakesh O,No action needed
DP03197,0.7777777777777778,0.8888888888888888,Arjun O,No action needed
DP03198,0.42857142857142855,0.8571428571428571,Pooja Y,No action needed
DP03199,0.8571428571428571,1.0,Rakesh I,No action needed
DP03200,0.42857142857142855,0.7142857142857143,Manoj L,No action needed
DP03201,0.5555555555555556,0.6666666666666666,Shreya W,No action needed
DP03202,0.75,0.875,Suresh J,No action needed
DP03203,0.5,0.8333333333333334,Priya B,No action needed
DP03204,0.625,0.875,Nikhil N,No action needed
DP03205,0.375,1.0,Priya S,No action needed
DP03206,0.5714285714285714,0.8571428571428571,Rakesh L,No action needed
DP03207,0.6923076923076923,0.3076923076923077,Ravi F,No action needed
DP03208,0.6923076923076923,0.6153846153846154,Meena J,No action needed
DP03209,0.7,0.6,Rahul H,No action needed
DP03210,0.625,0.8125,Manoj D,No action needed
DP03211,0.7777777777777778,0.8888888888888888,Nikhil T,No action needed
DP03212,0.8888888888888888,0.4444444444444444,Santosh I,No action needed
DP03213,0.5333333333333333,0.7333333333333333,Pooja E,No action needed
DP03214,0.6363636363636364,0.8181818181818182,Pooja O,No action needed
DP03215,0.5,0.9,Ananya E,No action needed
DP03216,0.625,1.0,Amit Q,No action needed
DP03217,0.375,0.625,Ravi G,No action needed
DP03218,0.5,0.7142857142857143,Shreya K,No action needed
DP03219,0.375,0.75,Neha X,No action needed
DP03220,0.5454545454545454,0.9090909090909091,Ananya F,No action needed
DP03221,0.3333333333333333,0.7777777777777778,Divya Q,No action needed
DP03222,0.5625,0.75,Kiran Y,No action needed
DP03223,0.4,0.6,Santosh Z,No action needed
DP03224,0.5714285714285714,0.8571428571428571,Kiran M,No action needed
DP03225,0.8,0.6,Divya M,No action needed
DP03226,0.5555555555555556,0.8888888888888888,Nikhil V,No action needed
DP03227,0.5,0.7,Suresh O,No action needed
DP03228,0.8181818181818182,0.6363636363636364,Nikhil G,No action needed
DP03229,0.2857142857142857,0.5714285714285714,Meena P,No action needed
DP03230,1.0,0.7142857142857143,Ravi I,SLA renegotiation
DP03231,0.8181818181818182,0.6363636363636364,Suresh A,No action needed
DP03232,0.42857142857142855,0.7142857142857143,Pooja H,No action needed
DP03233,0.375,0.875,Divya M,No action needed
DP03234,0.625,0.625,Priya G,No action needed
DP03235,0.7142857142857143,0.8571428571428571,Vikas A,No action needed
DP03236,0.8,0.8,Deepak J,No action needed
DP03237,0.3333333333333333,0.6666666666666666,Santosh S,No action needed
DP03238,0.7,0.7,Meena Z,No action needed
DP03239,0.6666666666666666,0.6666666666666666,Vikas L,No action needed
DP03240,0.7272727272727273,0.8181818181818182,Arjun U,No action needed
DP03241,0.5294117647058824,0.7647058823529411,Divya X,No action needed
DP03242,0.6,0.9,Santosh Q,No action needed
DP03243,0.7,0.7,Priya W,No action needed
DP03244,0.6153846153846154,0.9230769230769231,Ravi C,No action needed
DP03245,0.7777777777777778,0.5555555555555556,Amit W,No action needed
DP03246,0.6,0.8,Deepak O,No action needed
DP03247,0.6153846153846154,0.46153846153846156,Pooja N,No action needed
DP03248,0.5454545454545454,0.8181818181818182,Ananya Y,No action needed
DP03249,0.8,0.7,Neha Y,No action needed
DP03250,0.7272727272727273,0.7272727272727273,Vikas F,No action needed
DP03251,0.5,0.5,Vikas H,No action needed
DP03252,0.5714285714285714,1.0,Nikhil L,No action needed
DP03253,0.7142857142857143,0.8571428571428571,Santosh A,No action needed
DP03254,0.7142857142857143,1.0,Pooja M,No action needed
DP03255,0.5,0.875,Amit P,No action needed
DP03256,0.4444444444444444,0.6666666666666666,Nikhil B,No action needed
DP03257,0.3,1.0,Pooja Z,No action needed
DP03258,0.36363636363636365,0.9090909090909091,Neha X,No action needed
DP03259,0.45454545454545453,0.7272727272727273,Pooja M,No action needed
DP03260,0.8333333333333334,0.6666666666666666,Manoj Q,No action needed
DP03261,0.5714285714285714,0.7142857142857143,Divya P,No action needed
DP03262,0.875,0.625,Suresh I,No action needed
DP03263,0.5,0.7,Suresh W,No action needed
DP03264,0.8666666666666667,0.8,Amit Y,No action needed
DP03265,0.5,0.75,Santosh I,No action needed
DP03266,0.6666666666666666,0.8333333333333334,Rahul J,No action needed
DP03267,0.6842105263157895,0.631578947368421,Pooja F,No action needed
DP03268,0.5555555555555556,0.8888888888888888,Kiran I,No action needed
DP03269,0.8,0.7,Pooja G,No action needed
DP03270,0.2,0.4,Kiran E,No action needed
DP03271,0.7142857142857143,0.5714285714285714,Meena N,No action needed
DP03272,0.45454545454545453,0.8181818181818182,Suresh D,No action needed
DP03273,0.46153846153846156,0.9230769230769231,Arjun Q,No action needed
DP03274,0.8,0.5,Arjun T,No action needed
DP03275,0.65,0.75,Sneha R,No action needed
DP03276,0.6153846153846154,0.6923076923076923,Suresh R,No action needed
DP03277,0.5454545454545454,0.6363636363636364,Amit B,No action needed
DP03278,0.6,0.6,Meena Y,No action needed
DP03279,0.5,0.7857142857142857,Arjun B,No action needed
DP03280,0.6666666666666666,0.8333333333333334,Priya Y,No action needed
DP03281,0.6666666666666666,0.3333333333333333,Santosh S,No action needed
DP03282,0.5833333333333334,0.8333333333333334,Meena U,No action needed
DP03283,0.3333333333333333,1.0,Kiran U,No action needed
DP03284,0.7,1.0,Shreya K,No action needed
DP03285,0.8,1.0,Rahul C,No action needed
DP03286,0.8,0.4,Suresh F,No action needed
DP03287,0.6666666666666666,0.3333333333333333,Meena W,No action needed
DP03288,0.5,0.8333333333333334,Priya R,No action needed
DP03289,0.625,0.875,Manoj S,No action needed
DP03290,0.7142857142857143,0.6428571428571429,Priya G,No action needed
DP03291,0.7,1.0,Amit O,No action needed
DP03292,0.6153846153846154,0.6923076923076923,Manoj A,No action needed
DP03293,0.5,0.5833333333333334,Ananya D,No action needed
DP03294,0.6363636363636364,0.6363636363636364,Suresh M,No action needed
DP03295,0.45454545454545453,0.9090909090909091,Shreya A,No action needed
DP03296,0.6,0.8,Santosh G,No action needed
DP03297,0.4444444444444444,0.7777777777777778,Ravi J,No action needed
DP03298,0.8571428571428571,0.5714285714285714,Rahul N,No action needed
DP03299,0.5454545454545454,0.7272727272727273,Santosh B,No action needed
DP03300,0.9230769230769231,0.6153846153846154,Meena F,No action needed
DP03301,0.5882352941176471,0.7058823529411765,Pooja X,No action needed
DP03302,0.5333333333333333,0.6,Priya E,No action needed
DP03303,0.6666666666666666,0.6666666666666666,Sneha N,No action needed
DP03304,0.375,0.875,Deepak H,No action needed
DP03305,0.7857142857142857,0.7142857142857143,Manoj L,No action needed
DP03306,0.5833333333333334,0.5833333333333334,Suresh T,No action needed
DP03307,0.5555555555555556,0.6666666666666666,Shreya L,No action needed
DP03308,0.4444444444444444,1.0,Meena O,No action needed
DP03309,0.7777777777777778,0.5555555555555556,Vikas F,No action needed
DP03310,0.5555555555555556,0.8888888888888888,Pooja X,No action needed
DP03311,1.0,0.5714285714285714,Kiran T,Monitor closely
DP03312,0.7777777777777778,0.7777777777777778,Santosh H,No action needed
DP03313,0.4444444444444444,1.0,Shreya O,No action needed
DP03314,0.75,1.0,Ananya Q,No action needed
DP03315,0.8181818181818182,0.7272727272727273,Deepak A,No action needed
DP03316,0.875,0.9375,Manoj S,No action needed
DP03317,0.5714285714285714,0.5714285714285714,Nikhil L,No action needed
DP03318,0.7,0.6,Santosh N,No action needed
DP03319,0.7777777777777778,0.6666666666666666,Meena K,No action needed
DP03320,0.42857142857142855,0.8571428571428571,Ravi A,No action needed
DP03321,1.0,0.8,Shreya Y,Urgent review and SLA renegotiation
DP03322,0.625,0.875,Vikas A,No action needed
DP03323,0.5714285714285714,0.8571428571428571,Rahul P,No action needed
DP03324,0.45454545454545453,0.9090909090909091,Ananya W,No action needed
DP03325,0.5,0.5,Meena U,No action needed
DP03326,0.5555555555555556,0.8888888888888888,Meena D,No action needed
DP03327,0.6666666666666666,0.6666666666666666,Vikas X,No action needed
DP03328,1.0,0.8181818181818182,Deepak N,Urgent review and SLA renegotiation
DP03329,0.6,0.8,Shreya G,No action needed
DP03330,0.5,0.625,Divya V,No action needed
DP03331,0.8,0.5,Santosh B,No action needed
DP03332,0.75,0.625,Deepak J,No action needed
DP03333,0.5714285714285714,1.0,Nikhil F,No action needed
DP03334,0.8,1.0,Meena F,No action needed
DP03335,0.75,0.75,Shreya V,No action needed
DP03336,0.46153846153846156,0.8461538461538461,Vikas C,No action needed
DP03337,0.5384615384615384,0.8461538461538461,Ananya Y,No action needed
DP03338,0.8,0.6,Rakesh T,No action needed
DP03339,0.75,0.625,Pooja A,No action needed
DP03340,0.75,0.6666666666666666,Rakesh P,No action needed
DP03341,0.6,0.9,Sneha P,No action needed
DP03342,0.2857142857142857,0.7142857142857143,Rahul B,No action needed
DP03343,0.5454545454545454,0.7272727272727273,Divya F,No action needed
DP03344,0.4444444444444444,0.8888888888888888,Arjun V,No action needed
DP03345,0.9,0.4,Kiran F,No action needed
DP03346,0.3125,0.875,Vikas S,No action needed
DP03347,0.9166666666666666,0.4166666666666667,Shreya D,No action needed
DP03348,0.6666666666666666,0.5555555555555556,Arjun K,No action needed
DP03349,0.5,0.75,Arjun G,No action needed
DP03350,0.6666666666666666,0.9166666666666666,Nikhil E,No action needed
DP03351,0.6363636363636364,0.8181818181818182,Rahul B,No action needed
DP03352,0.6666666666666666,0.75,Arjun O,No action needed
DP03353,0.625,0.9375,Nikhil C,No action needed
DP03354,0.6666666666666666,0.6666666666666666,Pooja Y,No action needed
DP03355,0.5833333333333334,0.6666666666666666,Rahul W,No action needed
DP03356,0.7272727272727273,0.5454545454545454,Rahul U,No action needed
DP03357,0.7,0.8,Pooja W,No action needed
DP03358,0.8461538461538461,0.6153846153846154,Deepak M,No action needed
DP03359,0.3,0.8,Pooja J,No action needed
DP03360,0.5555555555555556,0.8888888888888888,Santosh B,No action needed
DP03361,0.5882352941176471,0.47058823529411764,Nikhil O,No action needed
DP03362,0.6666666666666666,0.6666666666666666,Priya L,No action needed
DP03363,0.875,1.0,Divya E,No action needed
DP03364,1.0,0.625,Priya V,SLA renegotiation
DP03365,0.5714285714285714,0.8571428571428571,Ananya P,No action needed
DP03366,0.5,0.75,Amit I,No action needed
DP03367,0.5555555555555556,0.7777777777777778,Deepak T,No action needed
DP03368,0.8571428571428571,0.8571428571428571,Kiran O,No action needed
DP03369,0.75,0.5,Rakesh K,No action needed
DP03370,0.5384615384615384,0.6153846153846154,Ravi M,No action needed
DP03371,0.5,0.875,Manoj P,No action needed
DP03372,0.6666666666666666,0.3333333333333333,Amit G,No action needed
DP03373,0.6666666666666666,0.5555555555555556,Manoj G,No action needed
DP03374,0.6363636363636364,0.7272727272727273,Manoj H,No action needed
DP03375,0.6666666666666666,0.3333333333333333,Arjun W,No action needed
DP03376,0.7,1.0,Meena T,No action needed
DP03377,0.5384615384615384,0.5384615384615384,Sneha Z,No action needed
DP03378,0.4444444444444444,0.7777777777777778,Rahul W,No action needed
DP03379,0.5,1.0,Sneha L,No action needed
DP03380,0.6,0.6,Neha Z,No action needed
DP03381,0.7857142857142857,0.7142857142857143,Rahul T,No action needed
DP03382,0.7272727272727273,0.9090909090909091,Shreya B,No action needed
DP03383,0.6666666666666666,0.3333333333333333,Rahul A,No action needed
DP03384,0.7272727272727273,0.8181818181818182,Rahul C,No action needed
DP03385,1.0,0.5714285714285714,Santosh P,Monitor closely
DP03386,0.42857142857142855,0.8571428571428571,Vikas S,No action needed
DP03387,0.6363636363636364,0.7272727272727273,Rakesh I,No action needed
DP03388,0.6666666666666666,0.6666666666666666,Divya Q,No action needed
DP03389,0.4,0.9,Meena K,No action needed
DP03390,0.38461538461538464,0.9230769230769231,Shreya W,No action needed
DP03391,0.36363636363636365,0.6363636363636364,Shreya O,No action needed
DP03392,0.8571428571428571,0.7142857142857143,Santosh B,No action needed
DP03393,0.4,0.8,Amit F,No action needed
DP03394,0.5555555555555556,0.5555555555555556,Amit S,No action needed
DP03395,0.42857142857142855,0.42857142857142855,Ravi P,No action needed
DP03396,1.0,0.5714285714285714,Amit Z,Monitor closely
DP03397,0.7,0.8,Vikas K,No action needed
DP03398,0.9090909090909091,0.5454545454545454,Ananya K,No action needed
DP03399,0.625,0.875,Meena R,No action needed
DP03400,0.5454545454545454,0.6363636363636364,Vikas S,No action needed
DP03401,0.8181818181818182,0.45454545454545453,Meena Z,No action needed
DP03402,0.7,0.8,Meena H,No action needed
DP03403,0.875,0.75,Rahul S,No action needed
DP03404,0.3333333333333333,0.7777777777777778,Kiran W,No action needed
DP03405,0.3333333333333333,1.0,Manoj L,No action needed
DP03406,0.46153846153846156,0.7692307692307693,Vikas W,No action needed
DP03407,0.8,0.7,Ravi C,No action needed
DP03408,0.625,0.875,Sneha H,No action needed
DP03409,0.6363636363636364,0.9090909090909091,Nikhil E,No action needed
DP03410,0.5714285714285714,0.8571428571428571,Santosh Y,No action needed
DP03411,0.2,0.8,Shreya F,No action needed
DP03412,0.7,0.5,Kiran E,No action needed
DP03413,0.4,0.4,Shreya S,No action needed
DP03414,0.6666666666666666,0.6666666666666666,Santosh T,No action needed
DP03415,0.7142857142857143,0.5714285714285714,Suresh I,No action needed
DP03416,0.8333333333333334,0.5,Suresh F,No action needed
DP03417,0.75,0.9166666666666666,Nikhil C,No action needed
DP03418,0.7,0.7,Suresh T,No action needed
DP03419,0.4,0.6,Amit I,No action needed
DP03420,0.6363636363636364,0.36363636363636365,Santosh K,No action needed
DP03421,0.5454545454545454,0.6363636363636364,Meena C,No action needed
DP03422,0.7142857142857143,0.8571428571428571,Ravi X,No action needed
DP03423,0.36363636363636365,0.7272727272727273,Sneha K,No action needed
DP03424,0.6153846153846154,0.6923076923076923,Rahul G,No action needed
DP03425,0.6666666666666666,0.9166666666666666,Rahul M,No action needed
DP03426,0.5384615384615384,0.6923076923076923,Sneha C,No action needed
DP03427,0.7777777777777778,0.8888888888888888,Rahul B,No action needed
DP03428,0.5,0.5833333333333334,Vikas Q,No action needed
DP03429,0.25,0.875,Rakesh A,No action needed
DP03430,0.6923076923076923,0.6923076923076923,Meena T,No action needed
DP03431,0.7777777777777778,0.8888888888888888,Pooja Z,No action needed
DP03432,0.6153846153846154,0.7692307692307693,Shreya R,No action needed
DP03433,0.5833333333333334,0.8333333333333334,Priya R,No action needed
DP03434,0.8,0.6,Meena Q,No action needed
DP03435,0.7,0.6,Divya R,No action needed
DP03436,0.6666666666666666,0.7777777777777778,Deepak Q,No action needed
DP03437,0.5,0.9,Santosh U,No action needed
DP03438,0.7272727272727273,0.8181818181818182,Suresh Y,No action needed
DP03439,0.7777777777777778,0.7777777777777778,Sneha X,No action needed
DP03440,0.8181818181818182,0.7272727272727273,Pooja J,No action needed
DP03441,0.7777777777777778,0.6666666666666666,Nikhil W,No action needed
DP03442,0.7,0.8,Amit R,No action needed
DP03443,0.42857142857142855,0.7142857142857143,Nikhil A,No action needed
DP03444,0.6666666666666666,0.8333333333333334,Arjun W,No action needed
DP03445,0.5,0.8,Amit K,No action needed
DP03446,0.5714285714285714,0.5714285714285714,Rakesh X,No action needed
DP03447,0.5833333333333334,0.6666666666666666,Pooja G,No action needed
DP03448,0.6666666666666666,0.8333333333333334,Deepak U,No action needed
DP03449,0.6666666666666666,0.3333333333333333,Manoj I,No action needed
DP03450,0.375,0.75,Meena Y,No action needed
DP03451,0.3333333333333333,1.0,Neha W,No action needed
DP03452,0.7,0.6,Shreya K,No action needed
DP03453,0.8,0.6666666666666666,Amit F,No action needed
DP03454,0.8333333333333334,0.5,Amit H,No action needed
DP03455,0.625,0.625,Shreya F,No action needed
DP03456,0.4,0.7,Rakesh S,No action needed
DP03457,0.6363636363636364,0.45454545454545453,Rakesh N,No action needed
DP03458,0.75,0.5,Deepak K,No action needed
DP03459,0.9166666666666666,0.9166666666666666,Neha Y,No action needed
DP03460,0.8181818181818182,0.7272727272727273,Manoj N,No action needed
DP03461,0.8,1.0,Neha C,No action needed
DP03462,0.6,0.9,Ravi B,No action needed
DP03463,0.5714285714285714,0.7142857142857143,Nikhil N,No action needed
DP03464,0.45454545454545453,0.5454545454545454,Arjun K,No action needed
DP03465,0.7692307692307693,0.7692307692307693,Amit N,No action needed
DP03466,0.625,0.625,Shreya A,No action needed
DP03467,0.46153846153846156,0.6153846153846154,Shreya L,No action needed
DP03468,0.7272727272727273,0.6363636363636364,Kiran F,No action needed
DP03469,0.8,0.8,Ananya E,No action needed
DP03470,0.5714285714285714,0.7142857142857143,Sneha N,No action needed
DP03471,0.45454545454545453,0.8181818181818182,Rahul Y,No action needed
DP03472,0.7272727272727273,0.6363636363636364,Rakesh S,No action needed
DP03473,0.8,0.9,Sneha A,No action needed
DP03474,0.42857142857142855,0.5714285714285714,Priya Q,No action needed
DP03475,0.9,0.6,Kiran I,No action needed
DP03476,0.5,0.5,Deepak H,No action needed
DP03477,0.5,0.5,Meena T,No action needed
DP03478,0.8333333333333334,0.6666666666666666,Santosh O,No action needed
DP03479,0.9230769230769231,0.5384615384615384,Manoj E,No action needed
DP03480,0.375,0.75,Ravi K,No action needed
DP03481,0.3333333333333333,0.8333333333333334,Amit V,No action needed
DP03482,0.42857142857142855,0.7142857142857143,Ravi T,No action needed
DP03483,0.5,0.75,Rakesh L,No action needed
DP03484,0.625,0.625,Divya S,No action needed
DP03485,0.7142857142857143,0.5,Deepak J,No action needed
DP03486,0.6,0.6,Ananya Y,No action needed
DP03487,0.75,0.8333333333333334,Ananya U,No action needed
DP03488,0.8571428571428571,0.7142857142857143,Deepak S,No action needed
DP03489,0.5,0.7,Rakesh X,No action needed
DP03490,0.6363636363636364,0.7272727272727273,Sneha G,No action needed
DP03491,0.46153846153846156,0.7692307692307693,Santosh Y,No action needed
DP03492,0.4,1.0,Shreya U,No action needed
DP03493,0.625,0.75,Santosh A,No action needed
DP03494,0.8571428571428571,0.8571428571428571,Rakesh D,No action needed
DP03495,0.6666666666666666,0.9166666666666666,Divya M,No action needed
DP03496,0.8571428571428571,0.5714285714285714,Kiran T,No action needed
DP03497,0.7857142857142857,0.8571428571428571,Sneha M,No action needed
DP03498,0.5454545454545454,0.8181818181818182,Shreya X,No action needed
DP03499,0.7142857142857143,0.8571428571428571,Kiran F,No action needed
DP03500,0.7272727272727273,0.8181818181818182,Pooja S,No action needed
DP03501,0.2,0.6,Priya N,No action needed
DP03502,0.5333333333333333,0.8666666666666667,Shreya N,No action needed
DP03503,0.6666666666666666,0.5555555555555556,Kiran Z,No action needed
DP03504,1.0,0.5714285714285714,Santosh V,Monitor closely
DP03505,0.5,0.8,Ananya P,No action needed
DP03506,0.8888888888888888,0.4444444444444444,Rahul O,No action needed
DP03507,0.5384615384615384,0.7692307692307693,Manoj W,No action needed
DP03508,0.45454545454545453,0.5454545454545454,Arjun D,No action needed
DP03509,0.8571428571428571,0.5714285714285714,Vikas G,No action needed
DP03510,0.5555555555555556,0.5555555555555556,Ravi N,No action needed
DP03511,0.7142857142857143,0.5714285714285714,Arjun I,No action needed
DP03512,0.7777777777777778,0.5555555555555556,Neha H,No action needed
DP03513,0.8181818181818182,0.8181818181818182,Pooja B,No action needed
DP03514,0.5833333333333334,0.5833333333333334,Rakesh O,No action needed
DP03515,0.75,0.6666666666666666,Nikhil X,No action needed
DP03516,0.625,0.75,Ananya Z,No action needed
DP03517,0.8571428571428571,0.7142857142857143,Sneha L,No action needed
DP03518,0.5833333333333334,0.8333333333333334,Priya G,No action needed
DP03519,0.375,0.625,Vikas W,No action needed
DP03520,0.4444444444444444,1.0,Meena Q,No action needed
DP03521,0.16666666666666666,1.0,Sneha C,No action needed
DP03522,0.9090909090909091,0.8181818181818182,Neha K,No action needed
DP03523,0.8333333333333334,0.5,Sneha O,No action needed
DP03524,0.5,0.75,Sneha J,No action needed
DP03525,0.375,0.75,Meena Y,No action needed
DP03526,0.6666666666666666,1.0,Arjun F,No action needed
DP03527,0.5384615384615384,1.0,Arjun X,No action needed
DP03528,0.5555555555555556,0.4444444444444444,Sneha K,No action needed
DP03529,0.7142857142857143,1.0,Vikas Z,No action needed
DP03530,0.75,0.625,Nikhil I,No action needed
DP03531,0.6428571428571429,0.8571428571428571,Priya F,No action needed
DP03532,0.7,0.6,Neha I,No action needed
DP03533,0.5,0.75,Deepak C,No action needed
DP03534,0.6666666666666666,0.6666666666666666,Arjun H,No action needed
DP03535,0.7272727272727273,0.7272727272727273,Rakesh B,No action needed
DP03536,0.625,0.625,Deepak L,No action needed
DP03537,0.7142857142857143,0.42857142857142855,Rakesh I,No action needed
DP03538,0.7,0.9,Divya Y,No action needed
DP03539,0.6666666666666666,0.6666666666666666,Sneha N,No action needed
DP03540,0.7142857142857143,0.7142857142857143,Santosh Y,No action needed
DP03541,0.8181818181818182,0.7272727272727273,Sneha O,No action needed
DP03542,0.631578947368421,0.8421052631578947,Kiran X,No action needed
DP03543,0.8571428571428571,0.5714285714285714,Rakesh H,No action needed
DP03544,0.8571428571428571,0.8571428571428571,Shreya U,No action needed
DP03545,0.5454545454545454,0.9090909090909091,Meena I,No action needed
DP03546,0.625,0.875,Priya G,No action needed
DP03547,0.5,0.5833333333333334,Manoj K,No action needed
DP03548,0.75,0.6666666666666666,Ananya K,No action needed
DP03549,0.75,0.875,Pooja G,No action needed
DP03550,0.8571428571428571,0.7142857142857143,Shreya W,No action needed
DP03551,0.6666666666666666,0.5,Manoj R,No action needed
DP03552,0.7692307692307693,0.8461538461538461,Deepak V,No action needed
DP03553,0.6666666666666666,1.0,Sneha H,No action needed
DP03554,0.7142857142857143,0.7142857142857143,Kiran C,No action needed
DP03555,0.4,0.8,Nikhil V,No action needed
DP03556,0.875,0.5,Ananya X,No action needed
DP03557,0.8333333333333334,0.5,Santosh F,No action needed
DP03558,0.375,0.75,Sneha G,No action needed
DP03559,0.5333333333333333,0.6,Nikhil Y,No action needed
DP03560,0.2857142857142857,1.0,Manoj D,No action needed
DP03561,0.8333333333333334,0.5833333333333334,Kiran F,No action needed
DP03562,0.7272727272727273,0.5454545454545454,Rakesh I,No action needed
DP03563,0.8571428571428571,1.0,Vikas V,No action needed
DP03564,0.36363636363636365,0.5454545454545454,Nikhil U,No action needed
DP03565,0.6875,0.75,Vikas M,No action needed
DP03566,0.46153846153846156,0.8461538461538461,Rakesh W,No action needed
DP03567,0.75,0.5833333333333334,Deepak J,No action needed
DP03568,0.4444444444444444,0.7777777777777778,Nikhil Z,No action needed
DP03569,0.8181818181818182,0.8181818181818182,Ravi W,No action needed
DP03570,0.5,0.5,Manoj K,No action needed
DP03571,0.8571428571428571,0.7142857142857143,Deepak K,No action needed
DP03572,0.6,0.5,Arjun C,No action needed
DP03573,0.875,0.625,Pooja Z,No action needed
DP03574,0.35714285714285715,0.7857142857142857,Arjun B,No action needed
DP03575,0.5882352941176471,1.0,Manoj A,No action needed
DP03576,0.5,0.625,Santosh C,No action needed
DP03577,0.6666666666666666,0.8333333333333334,Manoj F,No action needed
DP03578,0.7777777777777778,0.7777777777777778,Santosh R,No action needed
DP03579,0.7692307692307693,0.8461538461538461,Pooja M,No action needed
DP03580,0.75,0.875,Ananya V,No action needed
DP03581,0.5,0.8333333333333334,Manoj A,No action needed
DP03582,0.6666666666666666,0.6666666666666666,Manoj I,No action needed
DP03583,0.6363636363636364,0.5454545454545454,Rahul P,No action needed
DP03584,0.5,0.8333333333333334,Arjun H,No action needed
DP03585,0.875,0.625,Suresh H,No action needed
DP03586,0.4166666666666667,0.6666666666666666,Meena T,No action needed
DP03587,0.3333333333333333,1.0,Vikas Y,No action needed
DP03588,0.8333333333333334,0.8333333333333334,Rahul D,No action needed
DP03589,0.375,0.75,Santosh W,No action needed
DP03590,0.4666666666666667,0.7333333333333333,Priya R,No action needed
DP03591,0.5,0.875,Rakesh M,No action needed
DP03592,0.8,1.0,Ananya S,No action needed
DP03593,0.5454545454545454,0.8181818181818182,Priya B,No action needed
